career_id,career_name,description,required_skills,education_required,average_salary,job_growth_rate,domain,job_role,challenges
439,Database Coordinator,Not Specified,"Database Management, Data Quality Assurance, Database Configuration, Database Maintenance, Training and Support, Information Technology Management, System Platform Monitoring, Database Policies and Procedures",Not Specified,140100.00,0.05,Not Specified,,
440,Architect,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.",Architectural project management Construction documents Building systems Design coordination Client communication,MBA,140100.00,0.05,Not Specified,,
441,Accounting Assistant,Not Specified,"Accounts Receivable Processing, Account Reconciliations, Oracle Software, Microsoft Office Products (Outlook, Excel, Word), AS400 Software","Skills Related to Education:, Ideally, Associate's Degree or equivalent from a two-year college or technical school.",140100.00,0.05,Not Specified,,
442,GM Carline Specialist,Not Specified,"Quick and accurate point diagnostics on GM vehicles, Provide diagnostics one on one with the customer, Author quality archives to be placed into the Identifix Direct Hit website, Ability to efficiently operate a desktop computer, Possess proficient writing skills, Exceptional ability to learn and diagnose automotive systems, Exceptional communication skills on the phone, through e-mail, and by chat","Skills Related to Education:, year automotive degree or equivalent degree, ASE Master tech and L1 certified",140100.00,0.05,Not Specified,,
443,Products Data Manager,Not Specified,"Data governance, Data compliance, Data lifecycle management, Data auditing, Data quality management, Data security, Corporate policy alignment, Legal translation for data policies, Data collection for analytics, Excel or equivalent reporting tools","Education-Related Skills:, MBA or Bachelors degree in Operations Management or Operations Engineering",140100.00,0.05,Not Specified,,
444,Senior Software Developer - Web,Not Specified,"HTML, CSS, JavaScript, ES6, React, Redux, Node, Express, Webpack, Git, Jest, Karma","Education-Related Skills:, Bachelor's degree in computer science",140100.00,0.05,Not Specified,,
445,HR Services Architect,Not Specified,"HR Shared Services, HR Operations Processes, Compensation Programs, Project Management, PMBOK, Business Process Optimization Methodologies, Six Sigma/Lean/Green Belt Certification, HR/Business Process Technologies, End-to-End Hire to Retire Process, Desktop Procedure and Knowledge Base, Customer Service Levels",Not Specified,140100.00,0.05,Not Specified,,
446,Operations Research Analyst 3,Not Specified,"Concept of Operations (ConOps), Tactics, Techniques, and Procedures (TTPs), Standard Operating Procedures (SOPs), System-level development, Specification and documentation, Training material development, Intelligence Analysis experience, C4ISR support, Information Operations support, Systems requirements validation, Air Operations Centers (AOC) support, DoD situational awareness tools","Skills related to Education:, Bachelor's Degree in a related technical field, Security+ certification",140100.00,0.05,Not Specified,,
447,SQL Data Analyst,Not Specified,"Back tracing, Data quality analysis, Dependency analysis, Incident management, Monitoring jobs/processes, Integration testing support, Bug/defect fixes, Data validations, Proactive/reactive problem management, Root cause analysis, Production environment support",Not Specified,140100.00,0.05,Not Specified,,
448,Salesforce/CRM - Cloud Applications Architect,Not Specified,"Salesforce, CRM, Cloud Applications, Quote to Cash, Scripting languages, CRM projects configurations, CRM automated processes, Oracle ERP Integration, User interface design, Data integrity protocols, Source control, Design control processes, Oracle CPQ BigMachines, Integration tools (e.g., informatica, Oracle SOA), Project Management, ServiceMax, Oracle SQL, PL/SQL, Eloqua, Java, JavaScript, SFDC (Salesforce Development) - Apex, VF, JIRA, Fisheye, SVN, Jenkins, Agile methodology, Waterfall software development methodology","Related to Education:, Bachelor’s degree, Bachelor’s degree in relevant fields (healthcare, business, computer science, education), Oracle CPQ BigMachines Yellow Belt and Blue Belt certified, Project Management Certification",140100.00,0.05,Not Specified,,
449,Sr. Systems Admin,Not Specified,"Microsoft Server, Windows-based systems, POS systems, Retail hardware imaging, Systems design, Windows client system imaging, System documentation, Infrastructure management, MS SCCM, Windows 7 and 10, Server 2012 and 2016, Hyper-V, C, PowerShell, Javascript (MVC and AngularJS), Active Directory (AD), Group Policy Objects (GPOs), Systems hardening, PCI compliance, SOX compliance, Point of Sale (POS), Remote support, Infrastructure theories and principles, Virtualization Technologies, LAN/WAN/Firewall/VPN network technologies, Problem-solving",Not Specified,140100.00,0.05,Not Specified,,
450,Museum Coordinator,Not Specified,"Knowledge of personal computer applications, Budgeting, Strategic planning","Education-related Skills:, Bachelor's degree in Museum Studies or relevant field",140100.00,0.05,Not Specified,,
451,Engineer,Not Specified,"CAD software, Industry standards knowledge (ASME, CRN, ASME BPE, 3-A), Product application and sizing, Lab-scale testing, Quality issue resolution, Technical content creation, Project management",Not Specified,140100.00,0.05,Not Specified,,
452,"Manager - Data Manager, Department of Population Health",Not Specified,"Data extraction, Data cleaning, Data management, SQL queries, Statistical knowledge, Database management, Data architecture, Interdisciplinary teamwork, Analytical skills, Problem-solving, Data privacy practices, HIPAA compliance, Research methods, Statistical packages (e.g., SAS, Stata, R, SPSS), Programming (e.g., SQL, Java, Python, C++), IRB processes, EMR familiarity, HL7 standards",Not Specified,140100.00,0.05,Not Specified,,
453,Architect - Network,Not Specified,"Automation using scripting and configuration management tools (e.g., Ansible, UCSd, ServiceNow), Software Defined Networking (e.g., CISCO ACI, Junos), Network virtualization technologies (e.g., VMware, NSX, Hyper-V, KVM, AWS, Azure), Enterprise networking platforms knowledge, Firewalls (e.g., CISCO ASA), Load balancing systems (e.g., F5), Monitoring and logging of network infrastructure, Scalability of network infrastructure, Python programming, REST APIs, Java programming",Not Specified,140100.00,0.05,Not Specified,,
454,SQL Database Administrator,Not Specified,"SQL Server, Database administration, SQL Server Replication/AlwaysOn, T-SQL, High availability and disaster recovery (HA/DR), Backups, restores, recovery models",Not Specified,140100.00,0.05,Not Specified,,
455,Warehousing Specialist 11 a.m. - 7 p.m.,Not Specified,"Inventory Control, Shipping and Receiving, Record Keeping, Packing and Shipping Processes, Bill of Lading Creation, Manifest Generation, Report Generation, Spreadsheet Management, Shipping Coordination, Order Processing, Stockroom Management, Freight Tracking, Order Tracking",Not Specified,140100.00,0.05,Not Specified,,
456,"senior systems administrator, Starbucks Technology - Seattle, WA",Not Specified,"Systems Administration, Production Support, Software Installs, Deployment, Documentation, Endpoint Solutions, Incident Resolution, Infrastructure Support, Global System Support, Marimba Components, Deployment Practices, Error Resolution, Scripting, Monitoring Applications, Infrastructure Management",Not Specified,140100.00,0.05,Not Specified,,
457,"Analyst, Baseball Operations",Not Specified,"Statistical analysis, Programming (R, Stata, MATLAB, Python), Database management (SQL, Postgres), Data analysis, Research skills","Skills related to education:, Bachelor’s degree in an analytical field (statistics, engineering, applied math, physics, computer science, or operations research), Bachelor’s degree in humanities with experience in analytical fields",140100.00,0.05,Not Specified,,
458,Lead Business Intelligence Data Analyst - BI Team Manager,Not Specified,"Data Analytics, Data Management, Business Intelligence, Website Analysis, Quantitative Analysis, Qualitative Analysis, SQL, Tableau, Python, Project Management, Digital Marketing",Not Specified,140100.00,0.05,Not Specified,,
459,ModelN SME,Not Specified,"Model N-Data model, Model N-Configuration, Model N-Dataflow, Oracle-LS","Model N-Data model, Model N-Configuration, Model N-Dataflow, Oracle-LS, Experience Related Skills: Leadership, Communication, Problem-solving, Time management, Teamwork, Customer service",140100.00,0.05,Not Specified,,
460,"Data Analyst, JetSuite X",Not Specified,"Data Analysis, Reporting, Trend Analysis, Key Performance Indicator (KPI) Reporting, Simulation Development, Business Optimization, Statistical Analysis",Not Specified,140100.00,0.05,Not Specified,,
461,Material Handler II - Forklift - B36 3rd Shift,Not Specified,"Powered industrial lift experience, Basic mathematics, Data input into computer system, Warehouse Management System (WMS) knowledge, Familiarity with shipping and receiving documentation, Ability to operate forklift equipment","Education-Related Skills:, High school diploma or equivalent",140100.00,0.05,Not Specified,,
462,Business Analyst Medicare,Not Specified,"Technical skills:, Automated report building, Data manipulation, Database management, SQL, ETL (Extract, Transform, Load), SSIS (SQL Server Integrated Services), SQL Server Business Intelligence Development Studio, SQL Server Management Studio, Microsoft Office (Excel, Access, Word, Visio), SAS, Procedures and scripts creation",Not Specified,140100.00,0.05,Not Specified,,
463,Senior Systems Administrator Job,Not Specified,"IT infrastructure, Network support, Operating systems, Hardware and software concepts, Systems monitoring, Systems testing, Systems reliability, Capacity analysis, Scripting and task automation, Vendor relationship management","Education-related Skills:, Bachelor's degree in information technology or related field",140100.00,0.05,Not Specified,,
464,Hydrologic Technician,Not Specified,"Hydraulics, Hydrology, Acoustic Doppler current profiler, Data collection, Equipment maintenance, Property accountability, Hydraulic data compilation, Field investigations, Data dissemination, Equipment upkeep, Safety practices","Education-related skills:, Hydraulics, Hydrology, Data collection, Safety practices, Data compilation",140100.00,0.05,Not Specified,,
465,Data Entry - Lab Assistant,Not Specified,"Handling and processing specimens, Laboratory procedures adherence, Data entry, Laboratory Information System (LIS) operation, Equipment operation, Knowledge of safety, infection control, OSHA guidelines, Quality assurance participation",Not Specified,140100.00,0.05,Not Specified,,
466,VIE - CLOUD Developer - Boston - H/F,Not Specified,"Cloud technologies (Microsoft Azure), Design and architectural concepts, Cloud solutions for data storage, IoT stack, Architecture mock-up",Not Specified,140100.00,0.05,Not Specified,,
467,Research Internships,Not Specified,"Natural Language Processing, Machine Learning, Knowledge Representation, Semantics, Question Answering, Textual Entailment, Computer Vision",Not Specified,140100.00,0.05,Not Specified,,
468,Risk Analyst I,Not Specified,"Operational Risk Management, Financial Industry knowledge, Due diligence, Vendor Risk Management, Microsoft Office, Project Management, Control testing (ISO 27001, vendor risk management, SSAE 16/ ISAE3402)","Skills Related to Education:, Preferred experience in risk and/or banking",140100.00,0.05,Not Specified,,
469,Data Architect III,Not Specified,"Data modeling, Relational Database Design, Dimensional Database Design, Hub and Spoke Database Design, Data Vault Modeling, ERwin Data Modeling Software, ETL and Data integration techniques, Informatica Power Center, SQL, rd Normal Form OLTP Databases/ Models, Dimensional Models (Star Schema, Kimball, Inmon), Business Intelligence Tools (Cognos), Data Management disciplines (Data Vault, Master Data Management, Data Virtualization, SOA, XML, Web Services, Hadoop), Big Data methodologies",Not Specified,140100.00,0.05,Not Specified,,
470,Lead Enterprise Architect,Not Specified,"Technology Strategy Alignment, Application Development, Systems Engineering, Security Implementation, Solution Architecture, Mobile Authentication, Production Issue Resolution, Team Leadership, Architecture Decision Making, Systems Integration, Distributed Computing, Financial Network Architecture",Not Specified,140100.00,0.05,Not Specified,,
471,Deputy Chief Information Officer - Data and Information Management,Not Specified,"Data integration, Data management, Data governance, Data analytics, Database administration, Data processing, Data mining, Business operations, Information governance, Data quality, Data life cycle management, Database technologies, Open data, Large data, Data strategist","Related to Education:, Bachelor's degree in Business or Public Administration, Computer Science, or related field, Professional certifications in data and information management",140100.00,0.05,Not Specified,,
472,Senior Network & Systems Administrator,Not Specified,"Technical Skills, Design, Configuration, Monitoring, Troubleshooting, Windows, Linux, VoIP, Storage, Network environments, Problem resolution, -hour on-call support, Cloud architecture, Office 365 configuration, VMware, Hyper-V, Cisco UCCX, Cisco routers, Cisco switches, Firewalls, Scripting, PowerShell, VB Script, Automation/Configuration management tools, Linux/Unix management, LAN/WAN protocols, MPLS, iSCSI SANs, Netbackup, JBoss, IIS, Dynamics CRM, Dynamics AX","Education-Related Skills, Bachelor's degree in computer science or related field, CCNA/MCSE preferred",140100.00,0.05,Not Specified,,
473,"Investment Consultant - Philadelphia, PA",Not Specified,"FINRA Series 7 & 63, Series 65 and/or 66, CFP (Certified Financial Planner)",Not Specified,140100.00,0.05,Not Specified,,
474,Senior Data Center Virtualization Engineer,Not Specified,"VMware, Hyper-V, Data Center Virtualization, Storage Solutions (e.g., Cisco UCS, HP Nimble, SimpliVity, Dell Isilon, EMC, NetApp), P2V Conversion, Hyperconverged Solutions, Disaster Recovery, Performance Testing, Storage Networking, iSCI, FCOE, FCA Technologies","Skills Related to Education:, VCP Certifications, Microsoft MCITP/MCTS Certifications, B.S. Degree in Engineering, Science, Mathematics, or Computer Science",140100.00,0.05,Not Specified,,
475,Gaming Expert - The Domain,Not Specified,"Gaming industry knowledge, Knowledge of Xbox, Play Station, eSports, PC gaming, and legacy consoles, Ability to create and host in-store gaming events, Networking with local gaming communities and influencers",Not Specified,140100.00,0.05,Not Specified,,
476,Integration Support Analyst,Not Specified,"Customer Support, Application Integration, Troubleshooting, Issue Management, Testing, Problem Solving, Development Collaboration, Issue Resolution, Service Level Agreements, Knowledge of ERP applications, Knowledge of HCM, Payroll, or Financials systems, Experience with Enterprise Software Applications, Experience with ERP web service integrations (SOAP, WSDL, XML), Object-oriented and relational model concepts",Not Specified,140100.00,0.05,Not Specified,,
477,Group Systems Architect,Not Specified,"Architectural design, Technology integration, Business architecture, System design, Portfolio planning, Large system integration, Application design, Microservices, Messaging, Events, BPMS, AI, UX concepts",Not Specified,140100.00,0.05,Not Specified,,
478,Resource Analyst,Not Specified,"Logistics coordination, Event planning, Calendar management, Microsoft Office suite proficiency","Skills Related to Education:, Bachelor's degree or equivalent",140100.00,0.05,Not Specified,,
479,Integration Engineer - Tools,Not Specified,"Solution integration, Project management, Software development, Web Services, High availability architectures, Tableau, Salesforce, Documentation, Testing, Communication skills",Not Specified,140100.00,0.05,Not Specified,,
480,Senior BI Data Analyst,Not Specified,"Business Intelligence Solutions Delivery, Enterprise Data Warehouse (Teradata, Redshift, Oracle, SQL Server), Data Modeling, Agile Development, Tableau Data Visualization, Data Wrangling (SQL, Python), Parallel Databases (Redshift, Teradata), Hive, Spark, Scala, R and/or SAS",Not Specified,140100.00,0.05,Not Specified,,
481,Cognos Developer,Not Specified,"Cognos 10/11, Relational and dimensional reporting models, BI reporting solutions, Cognos toolsets (Report Studio, Query Studio, Analysis Studio, Event Studio, Business Insights Advanced), Metadata modeling techniques (Framework and OLAP), SQL, Oracle databases, Datawarehouse design theory, Cognos best practices & methodologies, TM1, Cognos server architecture and environment administration, Cognos SDK using Java or .Net, QlikSense, QlikView",Not Specified,140100.00,0.05,Not Specified,,
482,Real Estate Engineer / Architect,Not Specified,"Engineering Due Diligence, Environmental Due Diligence, Project Management, Asset Management, Contract Negotiation, Building Systems Evaluation, Construction Methodologies Evaluation, Document Retention, Professional Services Accounts Payable Systems",Not Specified,140100.00,0.05,Not Specified,,
483,Web Developer,Not Specified,"Web Development, Responsive Web Applications, Ember.js, REST APIs, Unit Testing, Automation, JavaScript, CSS (Sass, LESS, Compass), NET, SQL",Not Specified,140100.00,0.05,Not Specified,,
484,Process Technician / Operator - Process Development & 3D Integration,Not Specified,"Semiconductor/MEMS Fab experience, Cleanroom environment protocols, Operation of semiconductor/MEMS processing tools, Equipment and process calibration, Hazmat handling, Chemical waste disposal, Metrology tools operation",Not Specified,140100.00,0.05,Not Specified,,
485,Associate Display Planner,Not Specified,"Display programmatic partners research, Campaign setup and management, Data visualization and reporting, Microsoft Excel proficiency, Knowledge of display metrics and optimization, Managing campaigns through DSPs, Google Analytics knowledge",Not Specified,140100.00,0.05,Not Specified,,
486,Data Extraction Analyst,Not Specified,"Data extraction, Data formatting, Database management, Quality assessment, Data analysis, Data visualization, Text, tables, figures, and charts creation, Database querying, Spatial data analysis, Mapping methodologies, Geographical Information Systems (GIS), Coding (e.g., R, Python, Stata)",Not Specified,140100.00,0.05,Not Specified,,
487,IT IA Consultant  JN -082018-41235,Not Specified,"IT General Controls, IT Application Controls, Reports Testing, Walkthrough Meetings, Documentation",Not Specified,140100.00,0.05,Not Specified,,
488,Geo Data Analyst,Not Specified,"GTFS, MS Windows, Unix operating systems, SQL, Microsoft Office, Python, Bash, data manipulation, data analysis, data visualization, software tools development",Not Specified,140100.00,0.05,Not Specified,,
489,Sr Staff Data & Information Architect,Not Specified,"Data Solutions, Audit analytics, Data architecture, Functional documentation, Financial systems, Data analytics, Data science, SQL queries, Data analysis, Data warehouses, Postgres, MSSQL, MongoDB, Analytics, Python web framework",Not Specified,140100.00,0.05,Not Specified,,
490,ServiceNow Intern,Not Specified,"ServiceNow, Requirements analysis, Design, Configuration, Testing, Customization, Integrations with backend systems, Workflow development, ITSM, Documentation, User-training","Skills Related to Education:, Understanding of SQL and databases",140100.00,0.05,Not Specified,,
491,Product Analyst,Not Specified,"Data analysis, Quantitative analysis, Database querying, Microsoft Office Suite, Microsoft Excel, Business intelligence software, Property and Casualty Insurance industry knowledge","Skills related to education:, Bachelor's degree in Business, Economics, Mathematics, or other quantitative fields of study",140100.00,0.05,Not Specified,,
492,Data Migration Specialist 2,Not Specified,"SQL, Database navigation, Data profiling, Data cleansing, Data conversion, Data loading, Data validation, SQL Server, Oracle database management systems, Data analysis, Software documentation, Core data migration technologies",Not Specified,140100.00,0.05,Not Specified,,
493,"Associate Analytics Director, Decision Sciences",Not Specified,"Data visualization, Statistical analysis, Data modeling, Analytics, Research methodologies, Test and learn measurement, Advertising effectiveness, ROI analysis, Statistical software (R, SAS, SPSS), Data visualization tools (Tableau), Excel",Not Specified,140100.00,0.05,Not Specified,,
494,Technical Retail Experience Manager,Not Specified,"Project Management, CMS (Content Management System) Experience, APK Development, AWS, IoT, Artificial Intelligence, Microsoft Office Suite",Not Specified,140100.00,0.05,Not Specified,,
495,Data science engineer,Not Specified,"Data Engineering, Machine Learning, Analytical Processes, End-to-End System Design, Multi-tier Systems, Distributed Systems","Related to Education:, M.S. in Analytics or Data Science",140100.00,0.05,Not Specified,,
496,Business Analyst I,Not Specified,"Business requirements documentation, User Acceptance Testing (UAT), Process analysis, Gap analysis, Design of new functionality, System implementation, Microsoft applications, Waterfall methodology, Agile methodology (Scrum, Kanban), Project portfolio documentation",Not Specified,140100.00,0.05,Not Specified,,
497,PH-R&D Imagineer -Technical Project Coordinator,Not Specified,"Robotics, Aerospace, Artificial Intelligence, Embedded Systems, Mechanical Engineering, Electrical Engineering, Software Engineering, Systems Engineering, Program/Project Management, Workflow Management Methodologies (e.g., waterfall, agile, kanban, scrum), Technology Transfer, Advanced Mechatronics, Computer Vision, Sensor Fusion",Not Specified,140100.00,0.05,Not Specified,,
498,Business Analyst II,Not Specified,"Business requirements documentation, Gap analysis, Technology requirements translation, Business benefit development, Reference and training material creation, Procedure development, Business process documentation, As Is and To Be work process flows documentation, User requirements/user stories creation, Data analysis for business case development, Testing script development and refinement, Data cleansing, Environment set-up, QA support during testing","Skills related to education:, Bachelor's Degree, Understanding of project management concepts and tools",140100.00,0.05,Not Specified,,
499,0247 Project Associate,Not Specified,"Data presentation and visualization, Data analytics, Writing reports and technical documents, Proofreading, Formatting, Creating visual representations, Share Point management, Microsoft Office proficiency, Project management tools, Literature reviews, PowerPoint presentations",Not Specified,140100.00,0.05,Not Specified,,
500,Analyst,Not Specified,Verbal and written communication skills,"Education Related:, Bachelor's Degree",140100.00,0.05,Not Specified,,
501,Sr. Associate - Ad Tech,Not Specified,"Trafficking digital ad campaigns, Fighting ad fraud, Optimization of digital ad campaigns, Ad server management, DSPs and DMPs operation, VVF tech familiarity, Resolving reporting discrepancies, Trouble-shooting ad server system issues, Campaign launches and ad technology integrations, Quality assurance processes, Stay updated with evolving media landscape",Not Specified,140100.00,0.05,Not Specified,,
502,Researcher - Deep Learning,Not Specified,"Deep Learning, Reinforcement Learning, Artificial Intelligence, Machine Learning, Research Abilities, Publication Record, Multi-modal Intelligence, Natural Language Processing, Neuro-symbolic Systems, Neural Program Synthesis, Foundations of Deep Learning, Algorithms","Skills related to Education:, PhD",140100.00,0.05,Not Specified,,
503,Investigative and Deal Accounting Analytics Manager,Not Specified,"Forensic technology, Accounting, Data analysis, Data analytics, Database management, Data visualization, Data mining, Financial reporting, Business process management, ERP systems",Not Specified,140100.00,0.05,Not Specified,,
504,"Sr Specialist, UX Designer",Not Specified,"Visual design, UX design, Data visualization, Adobe Creative Cloud, Sketch, InVision, Lean, Design Thinking, Agile","Skills Related to Education:, Bachelor's degree from an accredited college/university",140100.00,0.05,Not Specified,,
505,Systems Administrator- {Mac},Not Specified,"macOS support and troubleshooting, Centralized Mac deployment systems, Networking concepts (DNS, DHCP, VLANs, firewall maintenance), Microsoft Office Suite applications, VMWare and/or Hyper-V technologies, File server administration, Command line usage, Git, Scripting in bash and/or python, Process automation and continuous integration, Mitel PBX systems, Change management, NoMAD or Enterprise Connect, Munki or JAMF, Linux server management, Windows Server and MS SQL","Education:, ACSP / ACMT certifications",140100.00,0.05,Not Specified,,
506,Provider Program Administrative Analyst - Health Care Delivery,Not Specified,"Network Management, Provider Relations","Education:, N/A",140100.00,0.05,Not Specified,,
507,Front Desk Immigration Assistant,Not Specified,"Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Internet applications, Immigration processing, Database software",Not Specified,140100.00,0.05,Not Specified,,
508,Intermediate Security Analyst,Not Specified,"Information Security Management System (ISMS) framework, Identity and Access Management, Cyber Ark administration, Remote token provisioning, Active Directory (AD) group management, Access governance, Access certification, Network concepts & protocols, Security processes and industry standards, Privileged Identity Lifecycle Management, Access governance, Remote Authentication administration, Identity & Access Management","Skills related to Education:, University degree/college diploma in Computer or Information technology, Equivalent work experience in IT, Corporate Communications Knowledge",140100.00,0.05,Not Specified,,
509,Principal Data Scientist(Clinical Data/EMR/NLP/Deep Learning)-PS10509,Not Specified,"Machine Learning Algorithms, Data Science Techniques, Big Data Processing, Distributed Computing (Hadoop), Batch and Real-Time Model Scoring, Visualization, Predictive Modeling Algorithms","Skills Related to Education:, Machine Learning Algorithms, Data Science Techniques, Big Data Processing, Predictive Modeling Algorithms, Visualization",140100.00,0.05,Not Specified,,
510,"Solutions Architect, Healthcare and Life Sciences, Google Cloud",Not Specified,"Cloud computing, Software development, Java, Python, Go, JavaScript, C++, Healthcare IT infrastructure, Life sciences IT infrastructure, Data management, Solution designing","Education-Related Skills:, BA/BS degree in Computer Science or related field, Master's degree in Computer Science or related field",140100.00,0.05,Not Specified,,
511,Adobe Marketing Architect,Not Specified,"Architecting Adobe campaign cloud solutions, Integrating Adobe Marketing Cloud products, Understanding of emerging digital trends, System requirements design and prototyping",Not Specified,140100.00,0.05,Not Specified,,
512,Product Advisor - The Domain,Not Specified,"Retail sales, Customer service, Consumer electronics sales, Technology solutions sales, Metrics-driven sales, Technology/product/software teaching","Skills Related to Education:, Technology/IT education",140100.00,0.05,Not Specified,,
513,Analytic Solutions Analyst/Senior Analyst,Not Specified,"Analytical skills, Data manipulation, Programming (SAS, SQL, R, Python), Report creation, Business intelligence, Credit risk management, Data analysis, Monitoring performance","Related to Education:, Bachelor's degree in relevant fields (Computer Science, Economics, Mathematics, Statistics, Business Analytics), Graduate degree in relevant fields (preferred)",140100.00,0.05,Not Specified,,
514,Data Designer,Not Specified,"Microsoft Office, Adobe Creative Suite, Sketch, InVision, Axure, Confluence, JIRA, JavaScript (React, D3, Node), Python, Scala, R, Matlab, HTML, CSS, Git, AWS, Google Cloud Platform (GCP), SQL, Spark, Hadoop, Postgres, Cassandra","Education-Related Skills:, Bachelor's degree in Data Design or equivalent experience",140100.00,0.05,Not Specified,,
515,Data & Applied Scientist-Analysis & Insights,Not Specified,"Statistics, Research, Data analysis, Excel, Powerpoint, BI/data visualization tools (Power BI, Tableau), SQL, R, Python","Related to Education:, MBA/Masters degree is preferred.",140100.00,0.05,Not Specified,,
516,Studio Operator,Not Specified,"Workflow knowledge, Equipment operation, Troubleshooting, Quality control procedures, Technology proficiency, Understanding of complex information","Related to Education:, High School Diploma or Equivalent, Bachelor's Degree in Communications, Studio Production, Journalism, or related field, Vocational School or related experience",140100.00,0.05,Not Specified,,
517,Sr. Data Analytics Manager,Not Specified,"Data Strategy, Data Analysis, IoT, Adobe Marketing Cloud, KPI Reporting, Agile Framework (SAFE), Microsoft Excel, Microsoft PowerPoint, R Programming Language","Education-Related Skills:, Master's Degree",140100.00,0.05,Not Specified,,
518,Research Scientist,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts.","Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills",BA,250000.00,0.05,Data Science and Research,,
519,Research Engineer,Not Specified,"Wireless communication technologies, DSRC technology, Cellular technology, Algorithm development, Statistical modeling, Predictive modeling, Machine learning, Autonomous environment, Connected vehicle technologies, V2X policies, Vehicle Electronics Integration, Cloud-based applications, Mobile applications integration, System architecture, Embedded software design, CAN Bus architecture, Embedded device interoperability, Hardware interfacing, Building wiring harnesses, Wireless technologies, IEEE WAVE, Linux protocol development, Python programming, C/C++ programming, Unix",Not Specified,293000.00,0.05,Data Science and Research,,
520,Business Intelligence Engineer,Not Specified,"Reporting infrastructures, Front-end tools development, Business intelligence, Web analytics, Custom reporting systems, Tableau, Cognos, MS Excel, MS Access, SQL, SAS, AWS solutions, EC2, DynamoDB, S3, Redshift, Linux, Oracle, OLAP, Data warehousing, BI reporting tools, Python, Perl, Ruby",Not Specified,140000.00,0.05,BI and Visualization,,
521,Data Visualization Specialist,Not Specified,"Data Visualization, Report/Dashboard Development, Cognos, Power BI, Tableau, SQL, Python, MS Office, Analytical Skills",Not Specified,83900.00,0.05,BI and Visualization,,
522,Business Intelligence Developer,Not Specified,"Data warehousing, Business intelligence, Data architecture, Reporting, Analytics, Extract, transform, load (ETL), T-SQL, SSIS, SQL Server, SSRS, Visualization design",Not Specified,110600.00,0.05,BI and Visualization,,
523,BI Developer,Not Specified,"Microsoft SQL development, SSRS, SSIS, SSAS, ETL, Reporting models, Table functions, Stored procedures, SQL query capabilities, UNIX, Data warehousing concepts, Data warehousing terminology, Data warehousing architecture","Education:, Not specified",128000.00,0.05,BI and Visualization,,
524,Business Data Analyst,Not Specified,"Financial modeling, Data analysis, Budgeting & forecasting, Business intelligence tools (e.g., Tableau), SQL, Excel, Reporting cadence & dashboard development, Risk management & pricing, Business intelligence reporting, SQL and Python skills","Related to Education:, Bachelor’s Degree in Business, Economics, Mathematics, Statistics, or a related field, Advanced degree (i.e., an MBA or Master's in an analytics-oriented field) is a plus",56000.00,0.05,Data Analysis,,
525,Data Product Manager,Not Specified,"Data product development, Data analytics strategy, Data visualization, SQL programming, R programming, Python programming, Alteryx or similar analytics tools, Tableau or similar data visualization tools, Database technologies knowledge, Microsoft Office suite","Skills related to Education:, BS degree in Computer Science, Information Systems or related field, MS degree is a plus",186000.00,0.05,Leadership and Management,,
526,Machine Learning Researcher,Not Specified,"Machine Learning, Deep learning, Unsupervised feature learning, Zero- or few-shot learning, Active learning, Reinforcement learning, Multimodal learning, Natural language processing, Ensemble methods, Scalable online estimation, Probabilistic graphical models, Algorithms, Python, Java/Scala, Matlab, R, C/C++, TensorFlow, PyTorch, Keras, Caffe, Theano",Not Specified,100000.00,0.05,Machine Learning and AI,,
527,General Physician (MBBS),"Diagnoses and treats common diseases, provides preventive care, and refers patients to specialists. Works in hospitals, clinics, or private practice.","Diagnosis, Patient Care, Clinical Knowledge, Anatomy, Pharmacology, Empathy, Communication","MBBS, NEET-UG, Internship, Medical Registration",0.00,0.00,Medical & Healthcare,,
528,Chartered Accountant (CA),"Manages financial accounts, auditing, taxation, and financial advising for businesses and individuals. ensures compliance with financial laws.","Accounting, Auditing, Taxation, Financial Management, Corporate Law, GST, Analytical Skills","ICAI (CA Foundation, Intermediate, Final), B.Com",0.00,0.00,Commerce & Finance,,
529,Civil Engineer (Structural),"Designs, plans, and oversees the construction of infrastructure like buildings, bridges, and roads. Ensures structural safety.","AutoCAD, Structural Analysis, Project Management, Concrete Technology, Mathematics, Site Supervision","B.Tech/B.E. (Civil Engineering), GATE (for PSUs/Masters)",0.00,0.00,Engineering & Technology,,
530,Corporate Lawyer,Advise corporations on their legal rights and obligations.,"Corporate Law, Litigation, Legal Research, Contract Notation, Compliance, Critical Thinking","LLB / BA LLB, CLAT, Bar Council Registration",0.00,0.00,Legal,,
531,Digital Marketer,Promote products and services through digital channels.,"SEO, Content Marketing, Social Media Marketing, Google Analytics, Email Marketing, SEM","Bachelor's Degree (Any), Digital Marketing Certification, MBA (Marketing) preferred",0.00,0.00,Marketing,,
